4f8e5b81e80eb0e420091588 2 1----Employment----TITLE.HEAD.HTML.#document	ratemyprofessorscom:1 univers:1 california:1 satish:1 rao:1 berkelei:1	||	Satish Rao - University of California Berkeley - RateMyProfessors.com	##true@@false$$		||	ORGANIZATION: University of California Berkeley; 	LOCATION: RateMyProfessors.com; 	NOUN: Satish Rao; University; California Berkeley; RateMyProfessors.com; 	||	##true@@false$$	||	##false@@false$$
4f8e5b51e80eb0e4c5ed1488 2 12----Education----#text.LI.UL.LI.UL.BODY.HTML.#document	march:1 engin:1 bachelor:1	||	BE (Bachelor of Engineering) / March 1998	##false@@false$$		||	DATE: 1998; 	NOUN: Bachelor; Engineering; March; 	||	##true@@false$$	||	##false@@false$$
4f8e5b51e80eb0e4c5ed1488 2 13----Education----#text.A.LI.UL.LI.UL.BODY.HTML.#document	inform:1 univers:1 depart:1 kyoto:1 engin:1 faculti:1 scienc:1	||	Department of Information Science	##false@@true$$	Faculty of Engineering	##false@@true$$	Kyoto University	##false@@true$$		||	ORGANIZATION: Department of Information Science Faculty of Engineering Kyoto University; 	NOUN: Department; Information Science Faculty; Engineering Kyoto University; 	||	##true@@false$$	||	##false@@false$$
4f8e5b51e80eb0e4c5ed1488 2 14----Others----#text.LI.UL.BODY.HTML.#document	appoint:1	||	Appointments:	##false@@false$$		||	NOUN: Appointments; 	||	##true@@false$$	||	##false@@false$$
4f8e5b51e80eb0e4c5ed1488 2 15----Employment----#text.A.LI.UL.LI.UL.BODY.HTML.#document	present:1 school:1 univers:1 associ:1 engin:1 professor:1 graduat:1 nagoya:1	||	2010.6 -- present: Associate Professor with	##false@@false$$	Graduate School of Engineering	##false@@true$$	Nagoya University	##false@@true$$		||	ORGANIZATION: Graduate School of Engineering Nagoya University; 	NOUN: Associate Professor; Graduate School; Engineering Nagoya University; 	||	##true@@false$$	||	##false@@false$$
4f8e5b51e80eb0e4c5ed1488 2 16----Employment----#text.A.LI.UL.LI.UL.BODY.HTML.#document	project:1 inform:1 present:1 presto:1 environ:1 research:1 human:1 jst:1	||	(2010.10 -- present: Researcher,	##false@@false$$	JST PRESTO	##false@@true$$	"Information Environment and Humans" Project	##false@@true$$		||	NOUN: Researcher; JST PRESTO; Information Environment; Humans; Project; 	||	##true@@false$$	||	##false@@false$$
4f8e5b51e80eb0e4c5ed1488 2 17----Employment----#text.A.LI.UL.LI.UL.BODY.HTML.#document	informat:1 school:1 univers:1 kyoto:1 professor:1 assist:1 graduat:1	||	2002.12 -- 2010.5: Assistant Professor with	##false@@false$$	Graduate School of Informatics	##false@@true$$	Kyoto University	##false@@true$$		||	ORGANIZATION: Graduate School of Informatics Kyoto University; 	NOUN: Assistant Professor; Graduate School; Informatics Kyoto University; 	||	##true@@false$$	||	##false@@false$$
4f8e5b51e80eb0e4c5ed1488 2 18----Employment----#text.A.LI.UL.LI.UL.BODY.HTML.#document	univers:1 depart:1 carnegi:1 comput:1 visit:1 scientist:1 mellon:1 scienc:1	||	(2008.6 -- 2009.5: Visiting Scientist at	##false@@false$$	Department of Computer Science	##false@@true$$	Carnegie Mellon University	##false@@true$$		||	ORGANIZATION: Department of Computer Science Carnegie Mellon University; 	NOUN: Scientist; Department; Computer Science Carnegie Mellon University; 	||	##true@@false$$	||	##false@@false$$
4f8e5b51e80eb0e4c5ed1488 2 19----Education----#text.LI.UL.BODY.HTML.#document	informat:1 phd:1 univers:1 kyoto:1 doctor:1	||	Ph.D (Doctor of Informatics, Kyoto University)	##false@@false$$		||	ORGANIZATION: Kyoto University; 	NOUN: Ph. D; Doctor; Informatics; Kyoto University; 	||	##true@@false$$	||	##false@@false$$
4f8e5b51e80eb0e4c5ed1488 2 20----Others----#text.LI.UL.BODY.HTML.#document	academ:1 membership:1	||	Academic memberships:	##false@@false$$		||	NOUN: Academic memberships; 	||	##true@@false$$	||	##false@@false$$
4f8e5b51e80eb0e4c5ed1488 0 2----Award----#text.LI.UL.DIV.TD.TR.TBODY.TABLE.DIV.TD.TR.TBODY.TABLE.DIV.BODY.HTML.#document	artifici:1 hiroshi:1 japanes:1 tetsuya:1 ms:1 kyoko:1 intellig:2 award:2 nagoya:1 technolog:1 kazunori:1 matsuyama:1 univers:1 associ:1 societi:1 ogata:1 komatani:1 assosi:1 professor:3 incent:1 dept:1 okuno:1 jsai:1 scienc:1	||	Ms. Kyoko MATSUYAMA, Assosiate Professor Tetsuya OGATA, Professor Hiroshi G OKUNO (Dept. Intelligence Science and Technology) and Associate Professor Kazunori KOMATANI (Nagoya University) were awarded the 2011 JSAI Incentive Award from the Japanese Society for Artificial Intelligence.	##false@@false$$		||	ORGANIZATION: Assosiate; Intelligence Science and Technology; Nagoya University; Japanese Society for Artificial Intelligence; 	PERSON: Ms. Kyoko MATSUYAMA; Tetsuya OGATA; Hiroshi G OKUNO; Kazunori; 	DATE: 2011; 	NOUN: Ms. Kyoko MATSUYAMA; Assosiate Professor Tetsuya OGATA; Professor Hiroshi G OKUNO; Dept.; Intelligence Science; Technology; Associate Professor Kazunori KOMATANI; Nagoya University; JSAI Incentive Award; Society; Artificial Intelligence; 	||	##false@@false$$	||	##true@@true$$
4f8e5b51e80eb0e4c5ed1488 0 6----Award----#text.LI.UL.DIV.TD.TR.TBODY.TABLE.DIV.TD.TR.TBODY.TABLE.DIV.BODY.HTML.#document	hiroshi:1 rsj:1 takeda:1 tetsuya:1 paper:1 intellig:1 finalist:1 award:1 receiv:1 technolog:1 ryu:1 yamamoto:1 kazunori:1 oct:1 ogata:1 komatani:1 best:1 dept:1 nomin:1 sice:1 okuno:1 scienc:1	||	Ryu TAKEDA, Shun'ichi YAMAMOTO, Kazunori KOMATANI, Tetsuya OGATA, and Hiroshi G. OKUNO (Dept. Intelligence Science and Technology) received a RSJ/SICE AWARD for IROS2006 BEST PAPER Nomination Finalist on Oct. 31, 2007.	##false@@false$$		||	ORGANIZATION: Intelligence Science and Technology; 	PERSON: YAMAMOTO; Kazunori KOMATANI; Tetsuya OGATA; Hiroshi G. OKUNO; 	DATE: 2007; 	LOCATION: Ryu TAKEDA; 	NOUN: Ryu TAKEDA; Shun; YAMAMOTO; Kazunori KOMATANI; Tetsuya OGATA; Hiroshi G. OKUNO; Dept.; Intelligence Science; Technology; RSJ\/SICE AWARD; IROS2006 BEST PAPER Nomination Finalist; Oct.; 	||	##false@@false$$	||	##true@@true$$
4f8e5b51e80eb0e4c5ed1488 1 2----Award----#text.LI.UL.DIV.TD.TR.TBODY.TABLE.DIV.TD.TR.TBODY.TABLE.DIV.BODY.HTML.#document	hiroshi:1 rsj:1 takeda:1 tetsuya:1 paper:1 intellig:1 finalist:1 award:1 receiv:1 technolog:1 ryu:1 yamamoto:1 kazunori:1 oct:1 ogata:1 komatani:1 best:1 dept:1 nomin:1 sice:1 okuno:1 scienc:1	||	Ryu TAKEDA, Shun'ichi YAMAMOTO, Kazunori KOMATANI, Tetsuya OGATA, and Hiroshi G. OKUNO (Dept. Intelligence Science and Technology) received a RSJ/SICE AWARD for IROS2006 BEST PAPER Nomination Finalist on Oct. 31, 2007.	##false@@false$$		||	ORGANIZATION: Intelligence Science and Technology; 	PERSON: YAMAMOTO; Kazunori KOMATANI; Tetsuya OGATA; Hiroshi G. OKUNO; 	DATE: 2007; 	LOCATION: Ryu TAKEDA; 	NOUN: Ryu TAKEDA; Shun; YAMAMOTO; Kazunori KOMATANI; Tetsuya OGATA; Hiroshi G. OKUNO; Dept.; Intelligence Science; Technology; RSJ\/SICE AWARD; IROS2006 BEST PAPER Nomination Finalist; Oct.; 	||	##false@@false$$	||	##true@@true$$
4f8e5b80e80eb0e429081588 2 1----Others----TITLE.HEAD.HTML.#document	lyytinen:1 kall:1	||	Kalle Lyytinen	##true@@false$$		||	PERSON: Kalle Lyytinen; 	NOUN: Kalle Lyytinen; 	||	##true@@false$$	||	##false@@false$$
4f8e5b80e80eb0e429081588 2 2----Bio----#text.FONT.P.DIV.BLOCKQUOTE.TD.TR.TBODY.TABLE.DIV.BODY.HTML.#document	finnish:1 phd:1 cours:1 risk:1 fluentli:1 lyytinen:1 student:1 univers:3 reserv:1 econom:2 electron:1 current:1 relat:1 educ:1 weatherhead:1 develop:2 theoret:1 scienc:3 topic:1 commerc:1 swedish:1 mobil:1 manag:2 speak:1 finland:1 polit:1 teach:1 master:1 statist:1 kall:1 inform:1 degre:2 system:2 school:1 advanc:1 philosophi:1 jyvaskyla:2 professor:2 account:1 comput:3 theori:1 western:1 case:1 execut:1 english:1 studi:1 adjunct:1	||	Kalle Lyytinen is a Professor of Information Systems at the Weatherhead School of Management at Case Western Reserve University and an adjunct professor at the University of Jyvaskyla. He currently develops courses and teaches advanced-degree students and executives on topics related to systems development, risk management and electronic and mobile commerce. He was educated at he University of Jyvaskyla, Finland where he has studied computer science, accounting, statistics, economics, theoretical philosophy and political theory. He has a bachelor's degree in computer science, and a masters and Ph.D. in economics (computer science). He speaks fluently in Finnish and Swedish as well as English.	##true@@false$$		||	ORGANIZATION: Information Systems; Weatherhead School of Management; Case Western Reserve University; University of Jyvaskyla; 	PERSON: Kalle Lyytinen; 	LOCATION: Jyvaskyla; Finland; 	NOUN: Kalle Lyytinen; Professor; Information Systems; Weatherhead School; Management; Case Western Reserve University; adjunct professor; University; Jyvaskyla; courses; students; executives; topics; systems development; risk management; commerce; University; Jyvaskyla; Finland; computer science; accounting; statistics; economics; philosophy; theory; bachelor; degree; computer science; masters; Ph.D.; economics; computer science; English; 	||	##true@@false$$	||	##true@@true$$
4f8e5b80e80eb0e429081588 2 3----Research----#text.FONT.P.BLOCKQUOTE.TD.TR.TBODY.TABLE.DIV.BODY.HTML.#document	ten:1 grant:1 servic:1 council:1 diffus:1 foundat:1 eight:1 confer:2 dutch:1 writer:1 work:1 eighti:1 support:2 swedish:1 board:1 nation:1 cooper:1 kall:2 digit:1 present:1 inform:2 editori:1 system:4 european:1 comput:2 commun:2 known:1 posit:1 review:1 virtual:1 finnish:1 model:1 complex:1 activ:2 evolut:1 risk:1 journal:3 chapter:1 union:1 current:2 assess:1 serv:2 publish:1 develop:1 scienc:1 british:1 failur:1 leadership:1 manag:1 fifti:1 research:5 technolog:1 sever:1 academ:1 norwegian:1 organ:2 articl:1 book:2 intern:1 theori:1 design:1	||	Kalle is an active researcher and writer. He has published eight books, over fifty journal articles and over eighty conference presentations and book chapters. He is well known for his research in computer-supported system design and modeling, system failures and risk assessment, computer-supported cooperative work and the diffusion of complex technologies. He is currently researching the development and management of digital services and the evolution of virtual communities. Kalle is also active in the international information systems community. He has served in leadership positions for several academic organizations, conferences and journals. He also reviews research grants for the National Science Foundation, the Norwegian, Swedish, Dutch, Finnish and British Research Councils, and the European Union. He currently serves on the editorial boards of ten information system and organization theory journals.	##true@@false$$		||	ORGANIZATION: National Science Foundation; British Research Councils; European Union; 	PERSON: Kalle; Kalle; 	LOCATION: Norwegian; 	NOUN: Kalle; researcher; writer; books; journal articles; conference presentations; book chapters; research; system design; modeling; system failures; assessment; work; diffusion; technologies; development; management; services; evolution; communities; Kalle; information systems community; leadership positions; organizations; conferences; journals; research grants; National Science Foundation; Research Councils; European Union; editorial boards; information system; organization theory journals; 	||	##true@@false$$	||	##true@@true$$
4f8e5b80e80eb0e429081588 2 4----Research----#text.FONT.P.BLOCKQUOTE.TD.TR.TBODY.TABLE.DIV.BODY.HTML.#document	softwar:1 telecommun:1 commerc:1 includ:1 client:1 depart:1 compani:1 mobil:1 global:1 manufactur:1 librari:1 hous:1 issu:1 kall:1 system:1 chain:1 organ:1 larg:1 government:1 develop:1 media:1 major:1 consult:1 retail:1	||	Kalle consults to organizations on issues of systems development, new media and mobile commerce. His clients have included large retail chains, global manufacturers, software houses, telecommunications companies, governmental departments and major libraries,	##true@@false$$		||	PERSON: Kalle; 	NOUN: Kalle; organizations; issues; systems development; media; commerce; clients; chains; manufacturers; software houses; telecommunications companies; departments; libraries; 	||	##true@@false$$	||	##true@@true$$
4f8e5b80e80eb0e429081588 2 5----Employment----#text.FONT.P.BLOCKQUOTE.TD.TR.TBODY.TABLE.DIV.BODY.HTML.#document	hong:1 state:1 visit:1 kong:1 faculti:1 prior:1 univers:6 dean:1 aalborg:1 econom:1 busi:1 weatherhead:1 africa:1 institut:1 scienc:1 netherland:1 held:1 sweden:1 copenhagen:1 technic:1 georgia:1 finland:1 join:1 technolog:2 kall:1 school:2 london:1 pretoria:1 royal:1 jyvaskyla:1 erasmu:1 south:1 denmark:1 posit:1	||	Prior to joining Weatherhead, Kalle was the Dean of the Faculty of Technology at the University of Jyvaskyla in Finland. He has held visiting positions at the Royal Technical Institute of Sweden, the London School of Economics, the Copenhagen Business School in Denmark, Hong Kong University of Science and Technology, Georgia State University, Aalborg University, The University of Pretoria, South Africa and Erasmus University in the Netherlands.	##true@@false$$		||	ORGANIZATION: Faculty of Technology; University of Jyvaskyla; Royal Technical Institute; London School of Economics; Copenhagen Business School; Hong Kong University of Science and Technology; Georgia State University; Aalborg University; University of Pretoria; Erasmus University; 	PERSON: Weatherhead; Kalle; 	LOCATION: Finland; Sweden; Denmark; South Africa; Netherlands; 	NOUN: Weatherhead; Kalle; Dean; Faculty; Technology; University; Jyvaskyla; Finland; positions; Royal Technical Institute; Sweden; London School; Economics; Copenhagen Business School; Denmark; Hong Kong University; Science; Technology; Georgia State University; Aalborg University; The University; Pretoria; South Africa; Erasmus University; Netherlands; 	||	##true@@false$$	||	##true@@true$$
4f8e5b80e80eb0e429081588 0 1----Others----TITLE.HEAD.HTML.#document	lyytinen:1 kall:1	||	Kalle Lyytinen	##true@@false$$		||	PERSON: Kalle Lyytinen; 	NOUN: Kalle Lyytinen; 	||	##true@@false$$	||	##false@@false$$
4f8e5b80e80eb0e429081588 0 2----Others----#text.SPAN.B.FONT.P.BLOCKQUOTE.TD.TR.TBODY.TABLE.DIV.BODY.HTML.#document	interest:1 teach:1	||	TEACHING INTERESTS	##false@@false$$		||	NOUN: TEACHING INTERESTS; 	||	##true@@false$$	||	##false@@false$$
4f8e5b80e80eb0e429081588 0 3----Research----#text.A.FONT.SPAN.FONT.P.BLOCKQUOTE.TD.TR.TBODY.TABLE.DIV.BODY.HTML.#document	syllabu:1 manag:1 busi:1 download:1 mid:1 spring:1 technolog:1	||	Managing E-business Technologies MIDS 462 (Spring 2002)	##true@@true$$	Download syllabus	##false@@true$$		||	DATE: 2002; 	NOUN: E-business Technologies MIDS; Spring; Download syllabus; 	||	##true@@false$$	||	##false@@false$$
4f8e5b80e80eb0e429081588 0 4----Research----#text.A.FONT.SPAN.FONT.P.BLOCKQUOTE.TD.TR.TBODY.TABLE.DIV.BODY.HTML.#document	inform:1 system:1 syllabu:1 advanc:1 download:1 mid:1 spring:1	||	Advances in Information Systems MIDS 411 (Spring 2002)	##true@@true$$	Download syllabus	##false@@true$$		||	DATE: 2002; 	NOUN: Advances; Information Systems MIDS; Spring; Download syllabus; 	||	##true@@false$$	||	##false@@false$$
4f8e5b80e80eb0e429081588 0 5----Research----#text.A.FONT.SPAN.FONT.P.BLOCKQUOTE.TD.TR.TBODY.TABLE.DIV.BODY.HTML.#document	school:1 syllabu:1 fall:1 download:1 issu:1 research:1	||	Research issues and schools in IS MIDS527 (Fall 2001)	##true@@true$$	Download syllabus	##false@@true$$		||	DATE: 2001; 	NOUN: Research issues; schools; MIDS527; Fall; Download syllabus; 	||	##true@@false$$	||	##false@@false$$
4f8e5b80e80eb0e429081588 8 1----Others----TITLE.HEAD.HTML.#document	lyytinen:1 pomona:1 kall:1	||	Kalle Lyytinen  Pomona	##true@@false$$		||	PERSON: Kalle Lyytinen Pomona; 	NOUN: Kalle Lyytinen Pomona; 	||	##true@@false$$	||	##false@@false$$
4f8e5b80e80eb0e429081588 8 2----Others----#text.LABEL.LI.UL.FORM.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	scholarli:1	||	Scholarly only	##false@@false$$		||		||	##true@@false$$	||	##false@@false$$
4f8e5b80e80eb0e429081588 8 3----Others----#text.LABEL.LI.UL.FORM.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	text:1 full:1	||	Full-text only	##false@@false$$		||	NOUN: Full-text; 	||	##true@@false$$	||	##false@@false$$
4f8e5b80e80eb0e429081588 8 4----Others----#text.LABEL.LI.UL.FORM.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	result:1 add:1 collect:1 beyond:1	||	Add results beyond the library's collection	##false@@false$$		||	NOUN: results; library; collection; 	||	##true@@false$$	||	##false@@false$$
4f8e5b80e80eb0e429081588 8 5----Others----#text.H3.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	format:1	||	Format	##true@@false$$		||	NOUN: Format; 	||	##true@@false$$	||	##false@@false$$
4f8e5b80e80eb0e429081588 8 7----Others----#text.LI.UL.FORM.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	journal:1 articl:1	||	Journal Article	##false@@false$$	(109)	##false@@false$$		||	NOUN: Journal Article; 	||	##true@@false$$	||	##false@@false$$
4f8e5b80e80eb0e429081588 8 8----Others----#text.LI.UL.FORM.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	book:1 review:1	||	Book Review	##false@@false$$	(2)	##false@@false$$		||	NOUN: Review; 	||	##true@@false$$	||	##false@@false$$
4f8e5b80e80eb0e429081588 8 9----Others----#text.LI.UL.FORM.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	confer:1 proceed:1	||	Conference Proceeding	##false@@false$$	(1)	##false@@false$$		||	NOUN: Conference Proceeding; 	||	##true@@false$$	||	##false@@false$$
4f8e5b80e80eb0e429081588 8 10----Others----#text.A.P.FORM.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	option:1	||	More Options	##false@@true$$		||	NOUN: Options; 	||	##true@@false$$	||	##false@@false$$
4f8e5b80e80eb0e429081588 8 11----Others----#text.H3.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	area:1 subject:1	||	Subject Area	##true@@false$$		||	NOUN: Subject Area; 	||	##true@@false$$	||	##false@@false$$
4f8e5b80e80eb0e429081588 8 13----Others----#text.LI.UL.FORM.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	engin:1	||	engineering	##false@@false$$	(65)	##false@@false$$		||	NOUN: engineering; 	||	##true@@false$$	||	##false@@false$$
4f8e5b80e80eb0e429081588 8 14----Others----#text.LI.UL.FORM.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	busi:1	||	business	##false@@false$$	(40)	##false@@false$$		||	NOUN: business; 	||	##true@@false$$	||	##false@@false$$
4f8e5b80e80eb0e429081588 8 15----Others----#text.LI.UL.FORM.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	comput:1 scienc:1	||	computer science	##false@@false$$	(27)	##false@@false$$		||	NOUN: computer science; 	||	##true@@false$$	||	##false@@false$$
4f8e5b80e80eb0e429081588 8 16----Others----#text.LI.UL.FORM.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	inform:1 librari:1 scienc:1	||	library & information science	##false@@false$$	(26)	##false@@false$$		||	NOUN: library; information science; 	||	##true@@false$$	||	##false@@false$$
4f8e5b80e80eb0e429081588 8 17----Others----#text.LI.UL.FORM.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	econom:1	||	economics	##false@@false$$	(10)	##false@@false$$		||	NOUN: economics; 	||	##true@@false$$	||	##false@@false$$
4f8e5b80e80eb0e429081588 8 18----Others----#text.LI.UL.FORM.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	histori:1 sociolog:1 social:1	||	sociology & social history	##false@@false$$	(6)	##false@@false$$		||	NOUN: sociology; history; 	||	##true@@false$$	||	##false@@false$$
4f8e5b80e80eb0e429081588 8 19----Others----#text.LI.UL.FORM.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	mathemat:1	||	mathematics	##false@@false$$	(4)	##false@@false$$		||	NOUN: mathematics; 	||	##true@@false$$	||	##false@@false$$
4f8e5b80e80eb0e429081588 8 20----Others----#text.A.P.FORM.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	option:1	||	More Options	##false@@true$$		||	NOUN: Options; 	||	##true@@false$$	||	##false@@false$$
4f8e5b80e80eb0e429081588 8 21----Others----#text.H3.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	date:1	||	Date	##true@@false$$		||	NOUN: Date; 	||	##true@@false$$	||	##false@@false$$
4f8e5b80e80eb0e429081588 8 24----Others----#text.H3.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	languag:1	||	Language	##true@@false$$		||	NOUN: Language; 	||	##true@@false$$	||	##false@@false$$
4f8e5b80e80eb0e429081588 8 26----Others----#text.LI.UL.FORM.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	english:1	||	English	##false@@false$$	(111)	##false@@false$$		||	NOUN: English; 	||	##true@@false$$	||	##false@@false$$
