-1763063096 2 1----Price----#text.P.ARTICLE.DIV.DIV.DIV.BODY.HTML.#document	increas:1 car:2 hp:1 pair:1 xl:2 camri:2 automat:1 transmiss:1 toyota:1 version:1 six:1 mode:1 level:1 order:1 basic:1 full:1 graduat:1 luxuri:1 trim:1 avalon:3 lineup:1 limit:1 liter:1 consist:1 speed:1 choic:1 list:1 us:1 offer:1 size:1 manual:1 powertrain:1 price:1 fact:1 stretch:1 previou:1 shift:1	||	Toyota s Avalon is a full-size car for those who have graduated from the Camry. In fact, the Avalon is basically a stretched version of the previous Camry and uses that car s 268-hp, 3.5-liter V-6 paired with a six-speed automatic transmission with manual shift mode. No other powertrain choices are offered. For 2009, the Avalon lineup consists of three trim levels: XL, XLS, and Limited, listed in order of increasing luxury and price.	##false@@false$$		||	ORGANIZATION: Toyota; Avalon; XLS; 	DATE: 2009; 	NOUN: Toyota; Avalon; car; Camry; fact; Avalon; version; Camry; car s; V-6; transmission; shift mode; powertrain choices; Avalon lineup; levels; XL; XLS; Limited; order; luxury; price; 	||	##true@@false$$	||	##false@@false$$
1701897961 7 1----Others----#text.P.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	camri:1 midsiz:1 perform:1 someon:1 toyota:1 galant:2 drive:1 everyon:1 unlik:1 presidenti:1 opinion:1 option:1 want:1 blame:1 surprisingli:1 annual:1 neighborhood:1 pale:1 capabl:1 candid:1 number:1 accord:1 know:1 els:1 much:1 comparison:1 handl:1 sale:1 honda:1 strong:1 sedan:1 deliv:1 rel:1 ask:1 low:1 competitor:1	||	Unlike if someone asked you your opinion about this year's presidential candidates, no one would blame you if you didn't know much about Mitsubishi's midsize sedan, the Galant. Its relatively low annual sales pale in comparison to the numbers put up by competitors like the Honda Accord and Toyota Camry, but if you don't want to drive what everyone else in the neighborhood does, the Galant delivers surprisingly capable handling and strong performance from the optional V-6.	##false@@false$$		||	ORGANIZATION: Mitsubishi; Honda; 	NOUN: someone; opinion; year; candidates; Mitsubishi; sedan; Galant; sales; comparison; numbers; competitors; Honda Accord; Toyota Camry; everyone; neighborhood; Galant; handling; performance; V-6; 	||	##true@@false$$	||	##false@@false$$
1701897961 7 2----Price----#text.P.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	interior:1 lower:1 form:1 come:1 qualiti:1 competit:1 tradeoff:1 much:1 though:1 differ:1 galant:1 price:1 start:1 choos:1 find:1 uncompetit:1	||	There are tradeoffs when you choose to be different, though, and with the Galant those come in the form of an uncompetitive starting price and a lower-quality interior than you'll find in much of its competition.	##false@@false$$		||	NOUN: tradeoffs; Galant; form; price; interior; competition; 	||	##true@@false$$	||	##false@@false$$
1701897961 7 3----Exterior----#text.H4.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	forgett:1 style:1 clean:1	||	Clean, Forgettable Styling	##true@@false$$		||	NOUN: Styling; 	||	##true@@false$$	||	##false@@false$$
1701897961 7 4----Exterior----#text.P.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	car:1 model:2 grill:1 exterior:1 give:1 someon:1 taillight:1 abl:1 enough:1 subtl:1 galant:2 style:1 probabl:1 side:2 mild:1 tell:1 cohes:1 hood:1 look:1 includ:1 unfamiliar:1 receiv:1 apart:1 comparison:1 chang:1 tweak:1	||	For 2009, the Galant receives some mild exterior styling tweaks, including a new grille, hood and taillights. The changes are subtle enough that someone unfamiliar with the Galant probably wouldn't be able to tell it apart from a 2008 model, but they do give the car a more cohesive look than it had before (see a	##false@@false$$	side-by-side comparison	##false@@true$$	with the 2008 model).	##false@@false$$		||	DATE: 2009; 2008; 2008; 	NOUN: Galant; exterior styling tweaks; grille; hood; taillights; changes; someone; Galant; model; car; look; comparison; model; 	||	##true@@false$$	||	##false@@false$$
1701897961 7 5----Exterior----#text.P.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	attempt:1 intrigu:1 home:1 particularli:1 model:2 forgett:1 benefit:1 gener:1 segment:1 convers:1 typic:1 camri:1 lancer:1 good:1 though:1 distinct:1 uniqu:1 knock:1 galant:2 style:1 interest:1 buyer:2 mean:1 year:1 end:1 migrat:1 look:3 mitsubishi:1 domin:1 sadli:1 theme:1 class:1 number:1 front:1 accord:1 attract:1 chrysler:1 hamper:1 strong:1 sedan:3 approach:1 corpor:1 bland:1 rel:1 small:1 make:1 ago:1 design:2	||	Hampering the Galant's attempt to attract buyers is its relatively forgettable looks; the front end is bland and could be at home on any number of sedans. That's not a knock on just the Galant; many models in this class don't have particularly distinctive styling. That also means, though, that an intriguing design would be a good way to generate buyer interest in a segment where other models the Accord and Camry typically dominate the conversation. Chrysler benefitted from this approach with its 300 sedan a few years ago, and Mitsubishi has the makings of a unique corporate look with the strong design theme on its small Lancer sedan. Sadly, that look hasn't migrated to the Galant.	##false@@false$$		||	ORGANIZATION: Chrysler; Mitsubishi; 	NOUN: Galant; attempt; buyers; looks; end; home; number; sedans; Galant; models; class; styling; design; way; buyer interest; segment; models; Accord; Camry; conversation; Chrysler; approach; sedan; years; Mitsubishi; makings; look; design theme; Lancer sedan; look; Galant; 	||	##true@@false$$	||	##false@@false$$
1701897961 7 6----DriveRide----#text.H4.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	robust:1 sporti:1 handl:1	||	Sporty Handling, Robust V-6	##true@@false$$		||	NOUN: Handling; V-6; 	||	##true@@false$$	||	##false@@false$$
1701897961 7 7----DriveRide----#text.P.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	car:1 ride:1 model:1 sporti:1 ralliart:1 grant:1 vehicl:1 test:1 engin:2 door:1 line:1 perform:1 quit:1 version:1 expect:1 top:1 potent:1 get:1 qualiti:1 sport:1 offer:2 much:1 handl:1 suspens:1 bit:1 appli:1 packag:1 impress:1	||	I wasn't expecting to like the Galant's ride and handling qualities and engine performance as much as I did, but the car offers quite a bit of sportiness in a four-door package. Granted, my test vehicle was the top-of-the-line Ralliart version, which gets a sport suspension and the most potent engine offered. Impressions apply to this model.	##false@@false$$		||	ORGANIZATION: Ralliart; 	NOUN: Galant; ride; qualities; engine performance; car; bit; sportiness; package; test vehicle; Ralliart version; sport suspension; engine; Impressions; model; 	||	##true@@false$$	||	##false@@false$$
1701897961 7 8----Verdict----#text.P.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	turn:1 feel:1 ralliart:1 confid:1 reward:1 carv:1 midsiz:1 sport:1 spring:1 shock:1 orient:1 sedan:1 firmer:1 appropri:1 steer:1 driver:1 weighti:1	||	The Ralliart has firmer	##false@@false$$	springs	##false@@true$$	and	##false@@false$$	shocks	##false@@true$$	, and it confidently carves through turns. The driver is rewarded with weighty steering feel that's appropriate for a sport-oriented midsize sedan.	##false@@false$$		||	ORGANIZATION: The Ralliart; 	NOUN: Ralliart; springs; shocks; turns; driver; steering; sedan; 	||	##true@@false$$	||	##false@@false$$
1701897961 7 9----Verdict----#text.P.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	ride:1 wrap:1 smooth:1 wheel:1 inch:1 standard:1 can:1 perfectli:1 taut:1 tune:1 harsh:1 like:1 tire:1 suspens:1 alloi:1 contribut:1 experi:1 downsid:1 low:1 profil:1 pavement:1	||	The downside of the Galant's taut suspension tuning is that the ride can be harsh on pavement that's not perfectly smooth. Likely contributing to this experience is the Ralliart's	##false@@false$$	standard	##false@@true$$	18-inch alloy wheels that are wrapped with	##false@@false$$	P235/45R18	##false@@true$$	low-profile tires.	##false@@false$$		||	ORGANIZATION: Ralliart; 	NOUN: downside; Galant; suspension tuning; ride; pavement; experience; Ralliart; alloy wheels; P235\/45R18; tires; 	||	##true@@false$$	||	##false@@false$$
1701897961 7 10----DriveRide----#text.P.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	hp:1 mitsubishi:1 ralliart:1 model:1 liter:1 wheel:1 speed:1 sport:1 feet:1 us:1 front:1 transmiss:1 automat:1 torqu:1 version:1 galant:1 drive:1 power:1 horsepow:1 make:1 pound:1	||	Ralliart models are powered by a 3.8-liter V-6 that makes 258	##false@@false$$	horsepower	##false@@true$$	and 258 pounds-feet of	##false@@false$$	torque	##false@@true$$	and drives the front wheels through a five-speed automatic transmission (Mitsubishi also uses a 230-hp version of this V-6 in the Sport V6 Galant).	##false@@false$$		||	ORGANIZATION: Ralliart; Mitsubishi; 	NOUN: Ralliart models; V-6; horsepower; pounds-feet; torque; wheels; transmission; Mitsubishi; version; V-6; Sport V6 Galant; 	||	##true@@false$$	||	##false@@false$$
1701897961 7 11----DriveRide----#text.P.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	need:1 car:1 spec:1 kick:1 ralliart:1 hp:1 smooth:1 weight:1 engin:1 servant:1 curb:1 road:1 highwai:1 transmiss:1 automat:1 alwai:1 drive:1 power:2 look:1 feel:3 liter:1 faith:1 accord:1 suggest:1 quickli:1 much:1 tax:1 sedan:1 strong:2 featur:1 case:1 citi:1 make:2 shift:1 pound:1	||	The Ralliart feels as strong on the road as its engine specs suggest, which isn't always the case in other cars. Look no further than the V-6 Accord sedan, which features a 268-hp, 3.5-liter V-6 that doesn't feel like it's making that much power. Whether you're driving in the city or on the highway, the Galant's V-6 feels strong and not taxed in any way by the car's 3,726-pound	##false@@false$$	curb weight	##false@@true$$	. The automatic transmission is a faithful servant that makes smooth shifts and	##false@@false$$	kicks down	##false@@true$$	quickly when more power is needed.	##false@@false$$		||	ORGANIZATION: Ralliart; 	NOUN: Ralliart; road; engine specs; case; cars; V-6 Accord sedan; V-6; power; city; highway; Galant; V-6; way; car; curb weight; transmission; servant; shifts; power; 	||	##true@@false$$	||	##false@@false$$
1701897961 7 12----DriveRide----#text.P.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	powertrain:1 bottom:1 class:1 economi:1 fuel:1 suffer:1 number:1	||	Where the Galant's V-6 powertrain suffers is fuel economy, as those numbers are at the bottom of this class.	##false@@false$$		||	NOUN: Galant; V-6 powertrain; fuel economy; numbers; bottom; class; 	||	##true@@false$$	||	##false@@false$$
1701897961 7 14----Interior----#text.P.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	panel:1 interior:1 cabin:1 inconsist:1 plastic:1 biggest:1 show:1 notic:1 issu:1 year:1 trim:1 aesthet:1 qualiti:2 term:1 start:1 materi:1 grain:1 magnifi:1 improv:1 significantli:1 chang:1 competitor:1 ag:1 big:1 make:1 ago:1 design:1 shortcom:2 gap:1 thing:1	||	The Galant's cabin didn't change significantly for 2009, and it's starting to show its age both in terms of material quality and design aesthetics. The biggest shortcomings are noticeable gaps between trim panels and inconsistent plastic graining. These things weren't as big an issue a few years ago, but with competitors making interior quality improvements these shortcomings are magnified.	##false@@false$$		||	DATE: 2009; 	NOUN: Galant; cabin; age; terms; quality; design aesthetics; shortcomings; gaps; panels; plastic graining; things; issue; years; competitors; quality improvements; shortcomings; 	||	##true@@false$$	||	##false@@false$$
1701897961 7 15----Interior----#text.P.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	bench:1 bucket:1 camri:1 good:1 space:1 quit:1 smaller:1 cover:1 seat:3 side:2 adjust:1 power:1 heater:1 driver:1 leather:1 plu:1 feel:1 includ:1 backseat:1 front:1 offer:1 adult:1 accord:1 peopl:1 comfort:2 room:1	||	On the plus side, the Ralliart's leather-covered front bucket seats are quite comfortable and include seat heaters and driver-side power adjustments. There's room for three people in back, and while the bench seat offers good comfort for adults, the space feels smaller than the backseat of an Accord or Camry.	##false@@false$$		||	ORGANIZATION: Ralliart; 	NOUN: side; Ralliart; front bucket seats; seat heaters; power adjustments; room; people; bench seat; comfort; adults; space; backseat; Accord; Camry; 	||	##true@@false$$	||	##false@@false$$
1701897961 7 16----Interior----#text.P.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	includ:1 backseat:1 thru:1 foot:1 cubic:1 offer:1 fold:1 though:1 pass:1 galant:1 trunk:1 unlik:1 competitor:1	||	Unlike many of its competitors, the Galant doesn't offer a folding backseat, though it does include a pass-thru to the 13.3-cubic-foot trunk.	##false@@false$$		||	NOUN: competitors; Galant; backseat; pass-thru; trunk; 	||	##true@@false$$	||	##false@@false$$
1701897961 7 17----Safety----#text.H4.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	safeti:1	||	Safety	##true@@false$$		||	NOUN: Safety; 	||	##true@@false$$	||	##false@@false$$
1701897961 7 18----Safety----#text.P.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	equip:1 safeti:2 includ:2 standard:2 number:1 front:1 accord:1 offer:1 stabil:1 impact:1 curtain:1 airbag:2 system:1 side:2 seat:1 electron:1 hyundai:1 featur:2 sonata:1 import:1 competitor:1 option:1 antilock:1 brake:1	||	Standard safety features include	##false@@false$$	antilock brakes	##false@@true$$	, side-impact airbags for the front seats and side curtain airbags. An	##false@@false$$	electronic stability system	##false@@true$$	is not offered. The Accord and Hyundai Sonata include this important safety feature as standard equipment, and a number of other competitors have it as an option.	##false@@false$$		||	ORGANIZATION: Hyundai Sonata; 	NOUN: safety features; brakes; airbags; seats; side curtain airbags; stability system; Accord; Hyundai Sonata; safety feature; equipment; number; competitors; option; 	||	##true@@false$$	||	##false@@false$$
1701897961 7 19----Others----#text.H4.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	market:1 galant:1	||	Galant in the Market	##true@@false$$		||	NOUN: Galant; Market; 	||	##true@@false$$	||	##false@@false$$
1701897961 7 20----Price----#text.P.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	car:1 equip:1 anyth:1 might:1 hundr:1 camri:1 galant:1 buck:1 malibu:1 sonata:1 fusion:2 ford:1 similar:1 look:1 includ:1 famili:1 matter:1 number:1 cost:1 els:1 monei:1 prime:1 either:1 price:2 hurt:1 start:1 chevrolet:1 strategi:1 lot:1 competitor:1	||	What might hurt the Galant more than anything else is Mitsubishi's pricing strategy for it. With a starting price of 21,099, it costs more than a number of its prime competitors with similar equipment, including the Camry, Sonata, Chevrolet Malibu and Ford Fusion. It's not a matter of a hundred bucks, either it's about 2,000 more than a Fusion. That's a lot of money for a family looking for a new car.	##false@@false$$		||	ORGANIZATION: Mitsubishi; Chevrolet Malibu; Ford Fusion; 	NOUN: Galant; anything; Mitsubishi; pricing strategy; price; number; competitors; equipment; Camry; Sonata; Chevrolet Malibu; Ford Fusion; matter; bucks; Fusion; lot; money; family; car; 	||	##true@@false$$	||	##false@@false$$
1701897961 7 21----Price----#text.P.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	mitsubishi:1 swai:1 segment:1 advantag:1 midsiz:1 offer:1 toyota:1 lose:1 price:2 honda:1 sedan:1 combin:1 brand:1 power:1 reput:2	||	In the midsize sedan segment, brand reputation and price have powerful sway. Mitsubishi doesn't have the reputation of, say, Honda or Toyota, and it doesn't offer any price advantage to make up for that. That's a losing combination.	##false@@false$$		||	ORGANIZATION: Mitsubishi; Honda; Toyota; 	NOUN: sedan segment; brand reputation; price; Mitsubishi; reputation; Honda; Toyota; price advantage; combination; 	||	##true@@false$$	||	##false@@false$$
-250512197 1 1----DriveRide----#text.P.ARTICLE.DIV.DIV.DIV.BODY.HTML.#document	equip:1 hp:3 wheel:1 amg:1 engin:2 door:1 transmiss:1 automat:1 six:1 help:1 extens:1 drive:1 buyer:1 best:1 power:2 pricier:1 along:1 want:1 turn:1 liter:3 speed:2 smallest:1 merced:1 wagon:1 sport:1 choic:1 class:4 come:2 excel:1 avail:3 us:1 offer:2 tune:1 manual:1 sweet:1 seven:1 market:1 sedan:2 sound:1 benz:1 chang:1 world:1	||	Mercedes-Benz s smallest offering in the U.S. is the C-class. Available only as a four-door sedan (other markets get a	##false@@false$$	C-class wagon	##false@@true$$	), the C offers buyers a choice of two V-6 engines and is available with all-wheel drive. The C300 is powered by a 228-hp, 3.0-liter V-6, and the pricier C350 comes with a 268-hp, 3.5-liter V-6. A six-speed manual is available on the C300, but most C-classes are equipped with an excellent seven-speed automatic transmission. For those who want even more power, the AMG-tuned C63 comes with a sweet-sounding 451-hp, 6.2-liter V-8 engine that, along with other extensive changes, helps turn the C-class into one of the world s best sports sedans.	##false@@false$$		||	ORGANIZATION: Mercedes-Benz; 	LOCATION: U.S.; 	NOUN: Mercedes-Benz; offering; U.S.; C-class; sedan; markets; wagon; C; buyers; choice; V-6 engines; drive; C300; V-6; C350; V-6; manual; C300; C-classes; transmission; power; C63; 451-hp; V-8 engine; changes; C-class; world; sports sedans; 	||	##true@@false$$	||	##false@@false$$
-250512197 1 2----Verdict----#text.P.ARTICLE.DIV.DIV.DIV.BODY.HTML.#document	interior:2 plastic:1 grill:2 exterior:1 treatment:1 seat:1 action:1 luxuri:1 hood:1 control:1 coup:1 class:5 tradit:1 logic:1 upright:1 bit:1 honda:1 sedan:1 cheap:1 small:1 compar:1 civic:1 model:2 line:1 convert:1 space:1 signatur:1 style:1 reserv:1 ornament:1 mimic:1 top:1 usual:1 look:1 feel:1 redesign:1 handsom:1 merced:1 star:2 sport:1 come:1 front:1 point:2 comfort:1 expens:1 laid:1 insid:1 within:1 competitor:1	||	Redesigned for 2008, the C-class has handsome exterior styling that mimics the top-of-the-line S-class sedan. C-class Luxury models come with a more traditional upright grille with the signature three-pointed star hood ornament. The Sport models have the three-pointed star within the grille itself, a treatment that Mercedes usually reserves for its coupes and convertibles. Inside, the C-class is comfortable up front, but the back seat is small compared with its competitors even the Honda Civic has more interior space. The controls are laid out logically and have an expensive feel to their action, but some of the interior plastics in the C-class look a bit cheap.	##false@@false$$		||	DATE: 2008; 	NOUN: C-class; exterior styling; sedan; Luxury models; grille; signature; star hood ornament; Sport models; star; grille; treatment; Mercedes; reserves; coupes; convertibles; C-class; front; seat; competitors; Honda Civic; space; controls; feel; action; plastics; look; bit; 	||	##true@@false$$	||	##false@@false$$
-250512197 1 3----Verdict----#text.P.ARTICLE.DIV.DIV.DIV.BODY.HTML.#document	cabin:1 model:2 can:1 seri:1 amg:1 infin:1 road:2 version:1 nois:1 side:1 luxuri:2 hush:1 curvi:1 dynam:1 feel:1 firm:1 carv:1 class:1 sport:2 refin:1 tune:1 seem:1 handl:2 suspens:1 solid:2 chassi:1 err:1 bmw:1 special:1 improv:1 match:1 make:1 readi:1 racetrack:1	||	Over the road, all versions of the C-class feel solid and refined. Few noises make it into the hushed cabin. Handling errs on the side of luxury even on Sport models and the C300 and the C350 can t match the dynamics of the BMW 3-series or Infiniti G37. The Sport models improve the handling by firming up the chassis, but even these seem to be more about solidity and luxury than carving up curvy roads. The C63 AMG has a specially tuned suspension that makes it ready for the racetrack.	##false@@false$$		||	ORGANIZATION: AMG; 	NOUN: road; versions; feel; noises; cabin; side; luxury; Sport models; C300; C350; t; dynamics; BMW 3-series; Infiniti G37; Sport models; handling; chassis; solidity; luxury; roads; C63 AMG; suspension; racetrack; 	||	##true@@false$$	||	##false@@false$$
